country,location_name,latitude,longitude,last_updated,temperature_fahrenheit,wind_mph,humidity,cloud,uv_index
Nepal,Kathmandu,27.72,85.32,2024-07-31,73.9,2.2,86,71,5
Netherlands,Amsterdam,52.37,4.89,2024-07-31,76.3,7.6,47,19,6
New Zealand,Wellington,-41.3,174.78,2024-08-01,46.7,27.7,75,100,1
Nicaragua,Managua,12.15,-86.27,2024-07-31,72.9,4.7,88,8,6
Niger,Niamey,13.52,2.12,2024-07-31,94.4,15,42,47,8
Nigeria,Abuja,9.18,7.18,2024-07-31,75.5,6.7,90,100,5
North Korea,Pyongyang,39.02,125.75,2024-07-31,79.2,8.9,89,32,1
Macedonia,Skopje,42,21.43,2024-07-31,92.9,3.4,12,10,8
Norway,Oslo,59.92,10.75,2024-07-31,73.2,2.7,36,20,6
Oman,Muscat,23.61,58.59,2024-07-31,90.9,3.8,64,49,8
Pakistan,Islamabad,33.7,73.17,2024-07-31,97.5,3.8,41,8,9
Palau,Koror,7.33,134.48,2024-07-31,83.8,10.1,75,75,1
Bolivia,National,-11.18,-67.08,2024-07-31,70.3,2.2,57,6,7
Panama,Panama City,8.97,-79.53,2024-07-31,77.8,4,93,60,6
Papua New Guinea,Port Moresby,-9.46,147.19,2024-07-31,75.3,10.3,88,99,1
Paraguay,Aurora,-23.43,-61.33,2024-07-31,60,8.9,79,6,6
Peru,Lima,-12.05,-77.05,2024-07-31,59.4,3.4,86,51,6
Philippines,Manila,14.6,120.98,2024-07-31,82.6,5.1,79,89,1
Poland,Warsaw,52.25,21,2024-07-31,82.2,8.5,28,13,7
Portugal,Lisbon,38.72,-9.13,2024-07-31,79.3,7.2,57,0,7
Qatar,Doha,25.29,51.53,2024-07-31,97.1,13.2,52,17,9
Romania,Bucharest,44.43,26.1,2024-07-31,88.9,4.3,21,4,8
Russia,Moscow,55.75,37.62,2024-07-31,67.3,11,64,80,4
Rwanda,Kigali,-1.95,30.06,2024-07-31,84.9,6.5,16,31,8
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024-07-31,82.6,9.6,76,39,7
Saint Lucia,Castries,14,-61,2024-07-31,82.8,2.9,69,11,7
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024-07-31,82.4,5.1,72,31,7
Samoa,Apia,-13.83,-171.73,2024-08-01,79.5,21.7,66,70,1
San Marino,San Marino,43.93,12.45,2024-07-31,86.6,9.6,46,4,8
Belgium,'S Gravenjansdijk,51.25,3.63,2024-07-31,69.9,7.4,89,80,5
Saudi Arabia,Riyadh,24.64,46.77,2024-07-31,110.3,15.9,7,6,10
Senegal,Dakar,14.67,-17.44,2024-07-31,79.5,12.8,78,100,6
Serbia,Belgrade,44.8,20.47,2024-07-31,91.6,5.4,13,0,8
Seychelles Islands,Victoria,-4.62,55.45,2024-07-31,78.3,16.6,86,100,7
Sierra Leone,Freetown,8.49,-13.23,2024-07-31,77.3,9.4,89,100,6
Singapore,Singapore,1.29,103.86,2024-07-31,84.2,8.9,73,22,1
Slovakia,Bratislava,48.15,17.12,2024-07-31,93.6,2.9,21,10,8
Slovenia,Ljubljana,46.06,14.51,2024-07-31,88.9,2.2,38,5,8
Solomon Islands,Honiara,-9.43,159.95,2024-07-31,77.2,7.8,87,60,1
Somalia,Mogadishu,2.07,45.37,2024-07-31,79.1,17,76,78,6
South Africa,Pretoria,-25.75,28.19,2024-07-31,54.1,3.1,36,3,1
South Korea,Seoul,37.57,127,2024-07-31,81.9,4.3,75,10,1
Sudan,Juba,12.15,24.45,2024-07-31,83,17.7,59,100,6
Spain,Madrid,40.4,-3.68,2024-07-31,97.1,13,14,0,9
Sri Lanka,Colombo,6.93,79.85,2024-07-31,82.3,10.1,81,78,6
Sudan,Khartoum,15.59,32.53,2024-07-31,92.7,17,41,73,7
Suriname,Paramaribo,5.83,-55.17,2024-07-31,79.3,7.8,77,10,7
Sweden,Stockholm,59.33,18.05,2024-07-31,72.2,8.5,50,72,5
Switzerland,Bern,46.92,7.47,2024-07-31,90.6,4.3,39,4,8
Syria,Damascus,33.5,36.3,2024-07-31,98.8,8.5,16,0,9
Tajikistan,Dushanbe,38.56,68.77,2024-07-31,97.4,10.7,14,0,9
Tanzania,Dodoma,-6.18,35.75,2024-07-31,83.5,6.9,23,5,8
Thailand,Bangkok,13.75,100.52,2024-07-31,84.1,5.4,71,60,1
Timor-Leste,Dili,-8.56,125.57,2024-07-31,75.8,6.7,76,5,1
Vietnam,Ban Lom,21.13,104.7,2024-07-31,75.3,3.1,99,100,1
Tonga,Nuku`Aloia,-21.13,-175.2,2024-08-01,72.4,14.5,66,70,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-07-31,78.8,3.6,81,14,7
Tunisia,Tunis,36.8,10.18,2024-07-31,95.2,9.8,32,0,9
Turkey,Ankara,39.93,32.86,2024-07-31,82,3.8,20,4,7
Turkmenistan,Ashgabat,37.95,58.38,2024-07-31,103.1,9.2,14,0,9
Tuvalu,Funafuti,-8.52,179.22,2024-08-01,81.7,21.9,80,91,1
Uganda,Kampala,0.32,32.57,2024-07-31,72.8,4.7,66,39,6
Ukraine,Kyiv,50.43,30.52,2024-07-31,81,12.8,29,14,7
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-07-31,95,16.8,72,45,8
United Kingdom,London,51.52,-0.11,2024-07-31,81.8,10.5,43,12,7
United States of America,Washington Harbor,48.08,-123.04,2024-07-31,51,3.1,97,100,1
Uruguay,Montevideo,-34.86,-56.17,2024-07-31,47.5,9.2,85,27,4
Uzbekistan,Tashkent,41.32,69.25,2024-07-31,105.8,4.3,10,5,10
Vanuatu,Port Vila,-17.73,168.32,2024-07-31,74.7,11.4,73,61,1
Venezuela,Caracas,10.5,-66.92,2024-07-31,70.9,4.9,80,19,6
Vietnam,Hanoi,21.03,105.85,2024-07-31,80.5,4.7,89,59,1
Yemen,Sanaa,15.35,44.21,2024-07-31,72.2,9.4,45,83,5
Zambia,Lusaka,-15.42,28.28,2024-07-31,84,6,13,0,8
Zimbabwe,Harare,-17.82,31.04,2024-07-31,79.1,9.6,11,0,8
Afghanistan,Kabul,34.52,69.18,2024-08-01,94.3,17.9,12,3,8
Albania,Tirana,41.33,19.82,2024-08-01,94.1,12.1,22,0,8
Algeria,Algiers,36.76,3.05,2024-08-01,87.2,7.8,56,0,8
Andorra,Andorra La Vella,42.5,1.52,2024-08-01,82.9,7.6,26,2,7
Angola,Luanda,-8.84,13.23,2024-08-01,73.2,11.4,67,3,7
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-08-01,83,15.9,77,60,6
Argentina,Buenos Aires,-34.59,-58.67,2024-08-01,61.5,8.9,92,38,6
Armenia,Yerevan,40.18,44.51,2024-08-01,89.8,4.7,26,6,8
Australia,Canberra,-35.28,149.22,2024-08-01,34,3.4,93,21,1
Austria,Vienna,48.2,16.37,2024-08-01,92.4,2.2,31,82,7
Azerbaijan,Baku,40.4,49.88,2024-08-01,84.4,14.1,45,6,7
Bahamas,Nassau,25.08,-77.35,2024-08-01,85.2,14.3,71,78,6
Bahrain,Manama,26.24,50.58,2024-08-01,95,11.6,60,4,9
Bangladesh,Dhaka,23.72,90.41,2024-08-01,80.8,16.6,89,100,6
Barbados,Bridgetown,13.1,-59.62,2024-08-01,83.5,5.8,69,48,7
Belarus,Minsk,53.9,27.57,2024-08-01,70.7,12.5,51,47,6
Belgium,Brussels,50.83,4.33,2024-08-01,76.6,3.6,71,54,5
Belize,Belmopan,17.25,-88.77,2024-08-01,74,2.2,99,66,5
Benin,Porto-Novo,6.48,2.62,2024-08-01,82.2,13.9,70,94,6
Bhutan,Thimphu,27.48,89.6,2024-08-01,61.2,4,86,86,4
Bolivia,Sucre,-19.04,-65.26,2024-08-01,55.3,2.2,27,0,5
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-08-01,90.6,3.4,22,4,8
Botswana,Gaborone,-24.65,25.91,2024-08-01,69,12.8,46,16,7
Brazil,Bras,-2.08,-58.17,2024-08-01,83.6,4.5,47,8,8
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-08-01,81.3,3.8,82,64,1
Bulgaria,Sofia,42.68,23.32,2024-08-01,92.2,3.1,13,1,8
Burkina Faso,Ouagadougou,12.37,-1.52,2024-08-01,80.7,10.1,74,81,6
Burundi,Bujumbura,-3.38,29.36,2024-08-01,75.5,8.1,34,6,7
Madagascar,Ivory,-24.37,46.45,2024-08-01,75.3,6,30,11,7
Cape Verde,Praia,14.93,-23.51,2024-08-01,78,11.2,72,17,7
Cambodia,Phnom Penh,11.55,104.92,2024-08-01,83.5,6.7,74,81,1
Cameroon,Ngaoundere,7.32,13.58,2024-08-01,72.2,4.7,80,58,5
Canada,Ottawa,45.42,-75.7,2024-08-01,71.9,5.8,84,12,6
Eritrea,Asmara,15.33,38.93,2024-08-18,71.9,9.8,51,78,5
Central African Republic,Bangui,4.37,18.58,2024-08-01,96.6,2.2,30,27,9
Chad,N'djamena,12.11,15.05,2024-08-01,74.7,10.1,88,100,5
Chile,Santiago,-33.45,-70.67,2024-08-01,49.9,2.2,71,49,4
China,Beijing,39.93,116.39,2024-08-01,87,3.6,60,11,1
Bulgaria,Bogot,43.32,24.7,2024-08-01,98.2,3.8,11,0,9
Comoros,Moroni,-11.7,43.24,2024-08-01,77.4,15.4,65,89,7
Congo,Brazzaville,-4.26,15.28,2024-08-01,93.5,6,25,15,9
Costa Rica,San Ignacio,9.8,-84.17,2024-08-01,60.6,3.6,97,78,4
Croatia,Zagreb,45.8,16,2024-08-01,95,3.6,28,84,8
Cuba,Havana,23.13,-82.36,2024-08-01,83,11.2,81,16,7
Cyprus,Nicosia,35.17,33.37,2024-08-01,96.1,7.4,28,12,9
Czech Republic,Prague,50.08,14.47,2024-08-01,82.9,3.1,47,37,7
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-08-01,93.4,6,25,15,9
Denmark,Copenhagen,55.67,12.58,2024-08-01,68.7,2.2,48,2,6
Djibouti,Djibouti,11.6,43.15,2024-08-01,92,12.5,54,74,7
Dominica,Roseau,15.3,-61.4,2024-08-01,82.7,7.2,75,89,6
Dominican Republic,Santo Domingo,18.47,-69.9,2024-08-01,79.8,6.7,83,86,6
Ecuador,Quito,-0.22,-78.5,2024-08-01,48.5,4.3,64,8,4
Egypt,Cairo,30.05,31.25,2024-08-01,103.3,8.7,14,0,9
El Salvador,San Salvador,13.71,-89.2,2024-08-01,69.9,3.6,97,45,5
Equatorial Guinea,Malabo,3.75,8.78,2024-08-01,75.4,7.4,89,51,1
Eritrea,Asmara,15.33,38.93,2024-08-01,65,10.1,72,77,4
Estonia,Tallinn,59.43,24.73,2024-08-01,64.3,15.7,77,80,4
Swaziland,Mbabane,-26.32,31.13,2024-08-01,68.5,8.7,39,8,7
Ethiopia,Addis Ababa,9.03,38.7,2024-08-01,64.3,7.4,75,85,4
Fiji Islands,Suva,-18.13,178.42,2024-08-02,70.8,4.9,88,86,1
Finland,Helsinki,60.18,24.93,2024-08-01,64.6,6.5,71,56,4
France,Paris,48.87,2.33,2024-08-01,88.6,9.8,46,22,8
Gabon,Libreville,0.38,9.45,2024-08-01,80.9,12.8,62,13,7
Gambia,Banjul,13.45,-16.58,2024-08-01,81,12.3,76,65,6
Georgia,Tbilisi,41.73,44.79,2024-08-01,84.6,6.5,41,66,6
Germany,Berlin,52.52,13.4,2024-08-01,85,2.2,37,44,7
Ghana,Accra,5.55,-0.22,2024-08-01,77.1,15.4,81,98,6
Greece,Athens,37.98,23.72,2024-08-01,90.5,16.6,22,0,8
Grenada,Saint George's,12.05,-61.75,2024-08-01,83.8,11.2,70,43,7
Guatemala,Guatemala City,14.62,-90.53,2024-08-01,59.4,3.6,97,54,3
Guinea,Conakry,9.51,-13.71,2024-08-01,78.9,7.4,78,60,6
Guinea-Bissau,Bissau,11.85,-15.58,2024-08-01,83.6,8.1,75,76,6
Guyana,Georgetown,6.8,-58.17,2024-08-01,80.8,5.6,84,88,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-08-01,82,3.8,71,14,7
Vatican City,Vatican City,41.9,12.45,2024-08-01,96,11.6,33,0,9
Honduras,Tegucigalpa,14.1,-87.22,2024-08-01,62.6,4.7,98,100,4
Hungary,Budapest,47.5,19.08,2024-08-01,92.9,2.2,15,48,8
Iceland,Vestmannaeyjar,63.37,-20.21,2024-08-01,50.9,11.6,83,12,4
India,New Delhi,28.6,77.2,2024-08-01,91.1,5.8,57,18,8
Indonesia,Jakarta,-6.21,106.85,2024-08-01,83.9,5.4,69,75,1
Iran,Tehran,35.73,51.33,2024-08-01,97.1,7.4,18,42,9
Iraq,Baghdad,33.34,44.39,2024-08-01,112,20.8,9,0,10
Ireland,Dublin,53.33,-6.25,2024-08-01,71.4,4.3,56,17,6
Israel,Jerusalem,31.78,35.23,2024-08-01,90.2,15.7,28,0,8
Italy,Rome,41.9,12.48,2024-08-01,96,11.6,33,0,9
Jamaica,Port Royal,17.93,-76.85,2024-08-01,81.2,2.9,81,6,7
Japan,Tokyo,35.69,139.69,2024-08-01,83,8.3,62,40,1
Jordan,Amman,31.95,35.93,2024-08-01,92.3,13.4,21,0,8
Kazakhstan,Astana,51.18,71.43,2024-08-01,93.4,12.8,23,17,8
Kenya,Nairobi,-1.28,36.82,2024-08-01,72.7,5.6,45,42,7
Kiribati,Tarawa,-0.88,169.53,2024-08-02,83.9,8.1,73,77,1
Kuwait,Kuwait City,29.37,47.96,2024-08-01,111.3,14.8,18,3,10
Kyrghyzstan,Bishkek,42.87,74.6,2024-08-01,101.1,11.6,13,20,9
Indonesia,Laos,-8.18,114.32,2024-08-01,74.7,2.5,95,77,1
Latvia,Riga,56.95,24.1,2024-08-01,69.3,12.1,59,34,6
Lebanon,Beirut,33.87,35.51,2024-08-01,84.7,7.2,65,0,7
Lesotho,Maseru,-29.32,27.48,2024-08-01,70.3,16.8,25,14,7
Liberia,Monrovia,6.31,-10.8,2024-08-01,76.6,12.1,87,100,5
Thailand,Nan,18.78,100.78,2024-08-01,73,2.7,99,100,1
Liechtenstein,Vaduz,47.13,9.52,2024-08-01,76.8,3.4,49,22,6
Lithuania,Vilnius,54.68,25.32,2024-08-01,72.5,11,45,38,6
Luxembourg,Luxembourg,49.61,6.13,2024-08-01,74,4.5,76,56,5
Madagascar,Antananarivo,-18.92,47.52,2024-08-01,77.1,8.7,19,0,8
Malawi,Lilongwe,-13.98,33.78,2024-08-01,79.1,12.1,17,0,8
Malaysia,Kuala Lumpur,3.17,101.7,2024-08-01,80,2.2,79,80,1
Maldives,Dhidhdhoo,6.88,73.1,2024-08-01,83.5,12.3,78,44,7
Mali,Bamako,12.65,-8,2024-08-01,86.6,8.7,64,99,7
Malta,Valletta,35.9,14.51,2024-08-01,84,4,63,0,7
Marshall Islands,Majuro,7.1,171.38,2024-08-02,83.6,12.5,77,60,1
Mauritania,Nouakchott,18.09,-15.98,2024-08-01,79.1,13.9,75,0,7
Mauritius,Port Louis,-20.16,57.5,2024-08-01,72.8,2.5,58,0,7
Mexico,Mexico City,19.43,-99.13,2024-08-01,57.4,2.7,86,43,1
Micronesia,Palikir,6.92,158.15,2024-08-01,83.3,4.5,69,64,1
Iran,Chi Chi Khvar,36.26,46.59,2024-08-01,90.4,8.5,5,0,8
Monaco,Monaco,43.73,7.42,2024-08-01,82.5,6,63,3,7
Mongolia,Ulaanbaatar,47.92,106.92,2024-08-01,58.7,4.3,95,68,3
Montenegro,Podgorica,42.44,19.26,2024-08-01,95.9,9.8,20,0,9
Morocco,Rabat,34.03,-6.84,2024-08-01,77,9.6,71,1,6
Mozambique,Maputo,-25.97,32.59,2024-08-01,70.5,9.4,66,48,7
Myanmar,Yangon,16.78,96.17,2024-08-01,80.1,5.6,85,68,6
Namibia,Windhoek,-22.57,17.08,2024-08-01,73.1,25.3,17,0,7
Turkey,Yaren,39.55,27.62,2024-08-01,93.9,17.2,21,0,8
Nepal,Kathmandu,27.72,85.32,2024-08-01,70.2,3.1,91,72,5
Netherlands,Amsterdam,52.37,4.89,2024-08-01,72.9,8.3,59,87,5
New Zealand,Wellington,-41.3,174.78,2024-08-02,48,19.9,77,100,1
Nicaragua,Managua,12.15,-86.27,2024-08-01,73,6.7,95,73,5
Niger,Niamey,13.52,2.12,2024-08-01,88.3,14.1,52,61,8
Nigeria,Abuja,9.18,7.18,2024-08-01,77.4,6,87,100,6
North Korea,Pyongyang,39.02,125.75,2024-08-01,79.4,6,95,73,1
Macedonia,Skopje,42,21.43,2024-08-01,99.5,5.8,9,0,9
Norway,Oslo,59.92,10.75,2024-08-01,73.3,5.4,42,32,6
Oman,Muscat,23.61,58.59,2024-08-01,91.7,4.7,63,55,7
Pakistan,Islamabad,33.7,73.17,2024-08-01,85.4,11.2,75,64,6
Palau,Koror,7.33,134.48,2024-08-01,84,11.9,74,59,1
Bolivia,National,-11.18,-67.08,2024-08-01,73,2.2,50,6,7
Panama,Panama City,8.97,-79.53,2024-08-01,77.6,3.1,91,83,6
Papua New Guinea,Port Moresby,-9.46,147.19,2024-08-01,75.1,14.5,91,58,1
Paraguay,Aurora,-23.43,-61.33,2024-08-01,77.8,15,37,2,8
Peru,Lima,-12.05,-77.05,2024-08-01,61,3.6,82,2,6
Philippines,Manila,14.6,120.98,2024-08-01,81.9,2.2,81,69,1
Poland,Warsaw,52.25,21,2024-08-01,85,10.3,28,13,7
Portugal,Lisbon,38.72,-9.13,2024-08-01,79.5,15,51,0,7
Qatar,Doha,25.29,51.53,2024-08-01,104.9,11,36,12,10
Romania,Bucharest,44.43,26.1,2024-08-01,94.2,4.5,18,3,8
Russia,Moscow,55.75,37.62,2024-08-01,67.3,11.2,62,79,4
Rwanda,Kigali,-1.95,30.06,2024-08-01,85.2,4.5,22,11,8
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024-08-01,82.5,17,80,69,6
Saint Lucia,Castries,14,-61,2024-08-01,82.9,7.4,74,22,7
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024-08-01,83.2,10.5,72,40,7
Samoa,Apia,-13.83,-171.73,2024-08-02,78.8,17.2,74,62,1
San Marino,San Marino,43.93,12.45,2024-08-01,87.9,10.5,55,9,8
Belgium,'S Gravenjansdijk,51.25,3.63,2024-08-01,72.6,9.4,81,81,5
Saudi Arabia,Riyadh,24.64,46.77,2024-08-01,110.4,17.9,8,4,10
Senegal,Dakar,14.67,-17.44,2024-08-01,79.5,13.4,76,43,7
Serbia,Belgrade,44.8,20.47,2024-08-01,99.6,3.1,11,0,9
Seychelles Islands,Victoria,-4.62,55.45,2024-08-01,78.9,15.2,86,54,7
Sierra Leone,Freetown,8.49,-13.23,2024-08-01,80.4,8.5,80,82,6
Singapore,Singapore,1.29,103.86,2024-08-01,84.3,12.1,73,10,1
Slovakia,Bratislava,48.15,17.12,2024-08-01,89.8,4,32,20,8
Slovenia,Ljubljana,46.06,14.51,2024-08-01,90.5,3.6,43,79,7
Solomon Islands,Honiara,-9.43,159.95,2024-08-01,77.5,9.2,88,74,1
Somalia,Mogadishu,2.07,45.37,2024-08-01,78.7,19.5,71,17,7
South Africa,Pretoria,-25.75,28.19,2024-08-01,70.1,11.9,33,7,7
South Korea,Seoul,37.57,127,2024-08-01,83.1,3.4,78,24,1
Sudan,Juba,12.15,24.45,2024-08-01,81.5,12.5,58,88,6
Spain,Madrid,40.4,-3.68,2024-08-01,98,11.6,12,0,9
Sri Lanka,Colombo,6.93,79.85,2024-08-01,82.3,10.5,81,86,6
Sudan,Khartoum,15.59,32.53,2024-08-01,91.9,18.3,38,31,8
Suriname,Paramaribo,5.83,-55.17,2024-08-01,80.4,5.8,82,11,7
Sweden,Stockholm,59.33,18.05,2024-08-01,71.7,10.1,32,10,6
Switzerland,Bern,46.92,7.47,2024-08-01,84.3,9.4,45,14,7
Syria,Damascus,33.5,36.3,2024-08-01,98.7,10.7,11,0,9
Tajikistan,Dushanbe,38.56,68.77,2024-08-01,95.9,6.9,14,0,9
Tanzania,Dodoma,-6.18,35.75,2024-08-01,81,11,25,9,8
Thailand,Bangkok,13.75,100.52,2024-08-01,81.5,5.6,85,74,1
Timor-Leste,Dili,-8.56,125.57,2024-08-01,75.5,6.7,75,0,1
Vietnam,Ban Lom,21.13,104.7,2024-08-01,74.9,3.8,99,100,1
Tonga,Nuku`Aloia,-21.13,-175.2,2024-08-02,72.4,12.3,73,85,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-08-01,79.7,4.3,78,70,6
Tunisia,Tunis,36.8,10.18,2024-08-01,99.9,8.9,24,0,9
Turkey,Ankara,39.93,32.86,2024-08-01,83.9,4,26,12,7
Turkmenistan,Ashgabat,37.95,58.38,2024-08-01,99,11,23,10,9
Tuvalu,Funafuti,-8.52,179.22,2024-08-02,83.1,15.4,74,68,1
Uganda,Kampala,0.32,32.57,2024-08-01,77.8,8.1,50,20,7
Ukraine,Kyiv,50.43,30.52,2024-08-01,86,12.8,22,4,8
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-08-01,95.1,13.4,68,44,9
United Kingdom,London,51.52,-0.11,2024-08-01,82.2,5.1,45,36,7
United States of America,Washington Harbor,48.08,-123.04,2024-08-01,51.3,2.9,85,0,1
Uruguay,Montevideo,-34.86,-56.17,2024-08-01,60.3,13,89,55,6
Uzbekistan,Tashkent,41.32,69.25,2024-08-01,108.2,11,11,0,10
Vanuatu,Port Vila,-17.73,168.32,2024-08-01,73.4,16.3,81,58,1
Venezuela,Caracas,10.5,-66.92,2024-08-01,70.7,4.5,80,6,6
Vietnam,Hanoi,21.03,105.85,2024-08-01,80.4,6.7,84,53,1
Yemen,Sanaa,15.35,44.21,2024-08-01,73.7,6.7,44,84,5
Zambia,Lusaka,-15.42,28.28,2024-08-01,79.9,11.6,15,0,8
Zimbabwe,Harare,-17.82,31.04,2024-08-01,75.8,12.3,13,0,7
Afghanistan,Kabul,34.52,69.18,2024-08-02,91.6,12.3,11,0,8
Albania,Tirana,41.33,19.82,2024-08-02,95.9,11.9,19,3,9
Algeria,Algiers,36.76,3.05,2024-08-02,93,8.7,35,47,8
Andorra,Andorra La Vella,42.5,1.52,2024-08-02,79.8,8.1,34,70,6
Angola,Luanda,-8.84,13.23,2024-08-02,72.4,12.3,73,2,7
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-08-02,83.2,20.1,77,77,6
Argentina,Buenos Aires,-34.59,-58.67,2024-08-02,74.1,15.7,51,5,7
Armenia,Yerevan,40.18,44.51,2024-08-02,88.9,2.2,32,80,7
Australia,Canberra,-35.28,149.22,2024-08-02,36.4,2.2,86,21,1
Austria,Vienna,48.2,16.37,2024-08-02,85.6,15.2,39,34,7
Azerbaijan,Baku,40.4,49.88,2024-08-02,86.1,8.7,42,5,8
Bahamas,Nassau,25.08,-77.35,2024-08-02,84.8,18.3,76,55,6
Bahrain,Manama,26.24,50.58,2024-08-02,95.6,19.7,54,10,9
Bangladesh,Dhaka,23.72,90.41,2024-08-02,78.1,13,92,72,6
Barbados,Bridgetown,13.1,-59.62,2024-08-02,83.9,14.5,75,64,6
Belarus,Minsk,53.9,27.57,2024-08-02,70.6,9.2,53,68,5
Belgium,Brussels,50.83,4.33,2024-08-02,80.7,2.2,53,83,6
Belize,Belmopan,17.25,-88.77,2024-08-02,72.9,2.2,99,100,5
Benin,Porto-Novo,6.48,2.62,2024-08-02,83.3,11.4,64,70,6
Bhutan,Thimphu,27.48,89.6,2024-08-02,54,2.2,98,100,3
Bolivia,Sucre,-19.04,-65.26,2024-08-02,54.3,3.8,16,0,5
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-08-02,86.4,4.7,34,17,8
Botswana,Gaborone,-24.65,25.91,2024-08-02,79.3,6.9,19,0,8
Brazil,Bras,-2.08,-58.17,2024-08-02,83.6,2.5,49,24,8
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-08-02,75.2,2.2,95,100,1
Bulgaria,Sofia,42.68,23.32,2024-08-02,95.5,2.2,13,2,9
Burkina Faso,Ouagadougou,12.37,-1.52,2024-08-02,86.3,14.3,59,94,7
Burundi,Bujumbura,-3.38,29.36,2024-08-02,79.2,7.8,36,2,8
Madagascar,Ivory,-24.37,46.45,2024-08-02,76,6,35,4,7
Cape Verde,Praia,14.93,-23.51,2024-08-02,79.3,7.4,67,0,7
Cambodia,Phnom Penh,11.55,104.92,2024-08-02,86.2,3.6,69,52,1
Cameroon,Ngaoundere,7.32,13.58,2024-08-02,79,6.3,57,76,6
Canada,Ottawa,45.42,-75.7,2024-08-02,71.2,2.2,84,14,6
Central African Republic,Bangui,4.37,18.58,2024-08-02,93.4,2.9,38,45,8
Chad,N'djamena,12.11,15.05,2024-08-02,87.2,9.2,57,92,7
Chile,Santiago,-33.45,-70.67,2024-08-02,47,5.4,93,100,3
China,Beijing,39.93,116.39,2024-08-02,87.9,3.6,69,84,1
Bulgaria,Bogot,43.32,24.7,2024-08-02,101.6,5.4,10,2,9
Comoros,Moroni,-11.7,43.24,2024-08-02,77.1,16.3,72,82,7
Congo,Brazzaville,-4.26,15.28,2024-08-02,93.7,4.3,27,21,9
Costa Rica,San Ignacio,9.8,-84.17,2024-08-02,59.1,3.8,97,65,4
Croatia,Zagreb,45.8,16,2024-08-02,91.3,2.2,35,10,8
Cuba,Havana,23.13,-82.36,2024-08-02,84.2,9.8,77,38,7
Cyprus,Nicosia,35.17,33.37,2024-08-02,95.4,19.9,25,2,9
Czech Republic,Prague,50.08,14.47,2024-08-02,71.5,15.2,75,100,5
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-08-02,93.8,4,27,20,9
Denmark,Copenhagen,55.67,12.58,2024-08-02,69.7,2.2,56,21,6
Djibouti,Djibouti,11.6,43.15,2024-08-02,93.1,14.8,51,32,8
Dominica,Roseau,15.3,-61.4,2024-08-02,82.8,9.4,78,78,6
Dominican Republic,Santo Domingo,18.47,-69.9,2024-08-02,78,4.5,86,13,7
Ecuador,Quito,-0.22,-78.5,2024-08-02,48.8,2.7,71,9,4
Egypt,Cairo,30.05,31.25,2024-08-02,102.1,12.1,16,0,9
El Salvador,San Salvador,13.71,-89.2,2024-08-02,69.9,3.1,94,37,5
Equatorial Guinea,Malabo,3.75,8.78,2024-08-02,78.2,2.2,79,65,6
Eritrea,Asmara,15.33,38.93,2024-08-02,58.8,6.9,82,69,3
Estonia,Tallinn,59.43,24.73,2024-08-02,67.6,12.8,68,78,4
Swaziland,Mbabane,-26.32,31.13,2024-08-02,81.6,8.3,17,0,8
Ethiopia,Addis Ababa,9.03,38.7,2024-08-02,65,6.5,72,73,4
Fiji Islands,Suva,-18.13,178.42,2024-08-03,71.7,6.5,91,60,1
Finland,Helsinki,60.18,24.93,2024-08-02,67,3.1,69,57,4
France,Paris,48.87,2.33,2024-08-02,82.5,10.3,45,87,6
Gabon,Libreville,0.38,9.45,2024-08-02,80.4,9.4,61,0,7
Gambia,Banjul,13.45,-16.58,2024-08-02,80.5,12.3,74,81,6
Georgia,Tbilisi,41.73,44.79,2024-08-02,80,4.3,47,29,7
Germany,Berlin,52.52,13.4,2024-08-02,68.6,4.3,59,33,6
Ghana,Accra,5.55,-0.22,2024-08-02,78,11.9,77,65,6
Greece,Athens,37.98,23.72,2024-08-02,93.1,7.2,24,0,8
Grenada,Saint George's,12.05,-61.75,2024-08-02,83.7,7.6,74,67,6
Guatemala,Guatemala City,14.62,-90.53,2024-08-02,60.8,3.6,95,60,4
Guinea,Conakry,9.51,-13.71,2024-08-02,78.4,11,80,81,6
Guinea-Bissau,Bissau,11.85,-15.58,2024-08-02,83.5,8.1,72,80,6
Guyana,Georgetown,6.8,-58.17,2024-08-02,80.8,3.6,85,79,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-08-02,80.8,2.9,67,20,7
