country,location_name,latitude,longitude,last_updated,temperature_fahrenheit,wind_mph,humidity,cloud,uv_index
Tajikistan,Dushanbe,38.56,68.77,2024-07-29,102.3,10.7,10,0,9
Tanzania,Dodoma,-6.18,35.75,2024-07-29,86.1,5.6,22,4,9
Thailand,Bangkok,13.75,100.52,2024-07-29,78.1,4.5,88,100,1
Timor-Leste,Dili,-8.56,125.57,2024-07-29,76.3,6.5,84,80,1
Vietnam,Ban Lom,21.13,104.7,2024-07-29,76.8,2.2,96,59,1
Tonga,Nuku`Aloia,-21.13,-175.2,2024-07-30,71.3,23.7,57,37,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-07-29,80.8,8.9,76,27,7
Tunisia,Tunis,36.8,10.18,2024-07-29,92.9,11.4,33,2,8
Turkey,Ankara,39.93,32.86,2024-07-29,87.1,10.5,14,0,8
Turkmenistan,Ashgabat,37.95,58.38,2024-07-29,92.2,14.3,30,71,7
Tuvalu,Funafuti,-8.52,179.22,2024-07-30,81.4,23.9,72,76,1
Uganda,Kampala,0.32,32.57,2024-07-29,85.4,6.3,34,21,7
Ukraine,Kyiv,50.43,30.52,2024-07-29,77.8,21.7,33,26,7
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-07-29,94,15.4,72,2,8
United Kingdom,London,51.52,-0.11,2024-07-29,62.7,4,64,1,1
United States of America,Washington Harbor,48.08,-123.04,2024-07-29,53.2,2.2,92,78,1
Uruguay,Montevideo,-34.86,-56.17,2024-07-29,45.6,7.2,62,0,4
Uzbekistan,Tashkent,41.32,69.25,2024-07-29,102.9,15.2,11,3,9
Vanuatu,Port Vila,-17.73,168.32,2024-07-29,73.3,8.9,68,88,1
Venezuela,Caracas,10.5,-66.92,2024-07-29,71.2,3.6,84,88,5
Vietnam,Hanoi,21.03,105.85,2024-07-29,80.6,6.5,90,71,1
Yemen,Sanaa,15.35,44.21,2024-07-29,76.3,13.9,37,75,5
Zambia,Lusaka,-15.42,28.28,2024-07-29,85.6,4.5,8,0,8
Zimbabwe,Harare,-17.82,31.04,2024-07-29,81.9,2.2,10,0,8
Afghanistan,Kabul,34.52,69.18,2024-07-30,91.1,13,31,19,8
Albania,Tirana,41.33,19.82,2024-07-30,99.4,16.6,14,3,9
Algeria,Algiers,36.76,3.05,2024-07-30,89.4,13.2,44,0,8
Andorra,Andorra La Vella,42.5,1.52,2024-07-30,84,9.6,25,17,7
Angola,Luanda,-8.84,13.23,2024-07-30,73.1,10.5,65,0,7
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-07-30,83.5,15,74,61,6
Argentina,Buenos Aires,-34.59,-58.67,2024-07-30,42.1,8.3,72,32,4
Armenia,Yerevan,40.18,44.51,2024-07-30,87.1,6.7,24,2,8
Australia,Canberra,-35.28,149.22,2024-07-30,32.8,4.3,87,5,1
Austria,Vienna,48.2,16.37,2024-07-30,86.1,3.8,19,0,8
Azerbaijan,Baku,40.4,49.88,2024-07-30,80.8,16.8,51,0,7
Bahamas,Nassau,25.08,-77.35,2024-07-30,83.5,12.1,73,61,7
Bahrain,Manama,26.24,50.58,2024-07-30,94.7,11.2,55,0,8
Bangladesh,Dhaka,23.72,90.41,2024-07-30,87.4,13,72,57,7
Barbados,Bridgetown,13.1,-59.62,2024-07-30,82.7,10.3,72,36,7
Belarus,Minsk,53.9,27.57,2024-07-30,67.7,17.4,74,73,4
Belgium,Brussels,50.83,4.33,2024-07-30,86.5,2.7,45,8,8
Belize,Belmopan,17.25,-88.77,2024-07-30,75,2.2,98,98,5
Benin,Porto-Novo,6.48,2.62,2024-07-30,82,13.2,67,74,6
Bhutan,Thimphu,27.48,89.6,2024-07-30,61.7,3.4,94,72,4
Bolivia,Sucre,-19.04,-65.26,2024-07-30,47.6,4,86,65,3
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-07-30,78.8,8.3,26,0,7
Botswana,Gaborone,-24.65,25.91,2024-07-30,76.3,4.7,16,0,7
Brazil,Bras,-2.08,-58.17,2024-07-30,82.8,4,57,5,8
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-07-30,80.8,2.2,85,74,1
Bulgaria,Sofia,42.68,23.32,2024-07-30,82.7,8.7,25,17,7
Burkina Faso,Ouagadougou,12.37,-1.52,2024-07-30,85.8,13,58,100,6
Burundi,Bujumbura,-3.38,29.36,2024-07-30,79.9,9.6,33,5,8
Madagascar,Ivory,-24.37,46.45,2024-07-30,77.8,6.3,33,4,8
Cape Verde,Praia,14.93,-23.51,2024-07-30,78.3,11,70,24,7
Cambodia,Phnom Penh,11.55,104.92,2024-07-30,82.4,11.4,73,19,1
Cameroon,Ngaoundere,7.32,13.58,2024-07-30,72.9,6.5,80,56,5
Canada,Ottawa,45.42,-75.7,2024-07-30,67.3,3.1,79,4,5
Central African Republic,Bangui,4.37,18.58,2024-07-30,89.6,7.2,45,46,8
Chad,N'djamena,12.11,15.05,2024-07-30,85.5,17.2,62,19,7
Chile,Santiago,-33.45,-70.67,2024-07-30,51.3,4.9,28,52,5
China,Beijing,39.93,116.39,2024-07-30,76.7,2.9,97,100,1
Bulgaria,Bogot,43.32,24.7,2024-07-30,85.5,8.7,27,12,7
Comoros,Moroni,-11.7,43.24,2024-07-30,78.2,11.4,59,17,8
Congo,Brazzaville,-4.26,15.28,2024-07-30,91.2,6,33,15,9
Costa Rica,San Ignacio,9.8,-84.17,2024-07-30,60.6,4.5,95,65,4
Croatia,Zagreb,45.8,16,2024-07-30,86.9,4.3,26,0,8
Cuba,Havana,23.13,-82.36,2024-07-30,81.9,8.9,81,4,7
Cyprus,Nicosia,35.17,33.37,2024-07-30,95.8,6.7,34,0,9
Czech Republic,Prague,50.08,14.47,2024-07-30,83.4,2.9,24,7,7
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-07-30,91,6.3,33,14,9
Denmark,Copenhagen,55.67,12.58,2024-07-30,71.4,3.1,52,1,6
Djibouti,Djibouti,11.6,43.15,2024-07-30,97.7,10.7,43,13,9
Dominica,Roseau,15.3,-61.4,2024-07-30,82.5,9.6,74,79,6
Dominican Republic,Santo Domingo,18.47,-69.9,2024-07-30,79.3,5.4,85,27,7
Ecuador,Quito,-0.22,-78.5,2024-07-30,52.5,5.8,70,9,5
Egypt,Cairo,30.05,31.25,2024-07-30,102.3,7.2,15,0,9
El Salvador,San Salvador,13.71,-89.2,2024-07-30,70.3,3.1,96,34,5
Equatorial Guinea,Malabo,3.75,8.78,2024-07-30,77.3,11.6,83,71,6
Eritrea,Asmara,15.33,38.93,2024-07-30,73.4,5.4,48,87,5
Estonia,Tallinn,59.43,24.73,2024-07-30,69.3,12.5,64,73,5
Swaziland,Mbabane,-26.32,31.13,2024-07-30,73.4,2.2,15,0,7
Ethiopia,Addis Ababa,9.03,38.7,2024-07-30,66.8,4.7,69,80,4
Vietnam,Ban Lom,21.13,104.7,2024-08-10,82.1,3.6,85,30,1
Fiji Islands,Suva,-18.13,178.42,2024-07-31,72.7,11.9,67,89,1
Finland,Helsinki,60.18,24.93,2024-07-30,69.3,4.5,63,100,5
France,Paris,48.87,2.33,2024-07-30,95.2,2.2,40,7,9
Gabon,Libreville,0.38,9.45,2024-07-30,80.8,12.3,66,36,7
Gambia,Banjul,13.45,-16.58,2024-07-30,81.3,6,77,37,7
Georgia,Tbilisi,41.73,44.79,2024-07-30,83.5,7.4,41,15,7
Germany,Berlin,52.52,13.4,2024-07-30,81.6,4.9,31,5,7
Ghana,Accra,5.55,-0.22,2024-07-30,77.4,13.2,76,79,6
Greece,Athens,37.98,23.72,2024-07-30,93.7,15.7,29,5,8
Grenada,Saint George's,12.05,-61.75,2024-07-30,83.2,11.9,74,29,7
Guatemala,Guatemala City,14.62,-90.53,2024-07-30,62.4,4,98,100,4
Guinea,Conakry,9.51,-13.71,2024-07-30,75.8,10.5,87,100,5
Guinea-Bissau,Bissau,11.85,-15.58,2024-07-30,82.4,13.4,76,42,7
Guyana,Georgetown,6.8,-58.17,2024-07-30,79.4,4.9,88,74,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-07-30,81.3,6.3,71,6,7
Vatican City,Vatican City,41.9,12.45,2024-07-30,97.2,13.6,33,5,9
Honduras,Tegucigalpa,14.1,-87.22,2024-07-30,63.7,4.5,97,100,4
Hungary,Budapest,47.5,19.08,2024-07-30,86.1,5.1,17,2,8
Iceland,Vestmannaeyjar,63.37,-20.21,2024-07-30,49.1,13.6,84,99,2
India,New Delhi,28.6,77.2,2024-07-30,102.7,8.1,35,36,9
Indonesia,Jakarta,-6.21,106.85,2024-07-30,84.7,7.6,60,7,1
Iran,Tehran,35.73,51.33,2024-07-30,91.4,8.1,24,3,8
Iraq,Baghdad,33.34,44.39,2024-07-30,114.4,16.6,9,0,11
Ireland,Dublin,53.33,-6.25,2024-07-30,66.7,4.7,58,9,5
Israel,Jerusalem,31.78,35.23,2024-07-30,86.7,17.9,36,0,8
Italy,Rome,41.9,12.48,2024-07-30,97.2,13.6,33,5,9
Jamaica,Port Royal,17.93,-76.85,2024-07-30,79.1,3.6,82,15,7
Japan,Tokyo,35.69,139.69,2024-07-30,85.3,6,68,46,1
Jordan,Amman,31.95,35.93,2024-07-30,89.9,14.3,28,3,8
Kazakhstan,Astana,51.18,71.43,2024-07-30,82.3,11.2,29,46,7
Kenya,Nairobi,-1.28,36.82,2024-07-30,61.4,3.4,88,64,5
Kiribati,Tarawa,-0.88,169.53,2024-07-31,82.7,4,68,52,1
Kuwait,Kuwait City,29.37,47.96,2024-07-30,108.5,2.9,24,17,10
Kyrghyzstan,Bishkek,42.87,74.6,2024-07-30,95.7,14.3,18,10,9
Indonesia,Laos,-8.18,114.32,2024-07-30,71,3.1,96,50,1
Latvia,Riga,56.95,24.1,2024-07-30,69.2,16.3,67,78,5
Lebanon,Beirut,33.87,35.51,2024-07-30,84.3,11.2,68,0,7
Lesotho,Maseru,-29.32,27.48,2024-07-30,59.1,8.3,13,0,6
Liberia,Monrovia,6.31,-10.8,2024-07-30,77.9,11.6,79,79,6
Thailand,Nan,18.78,100.78,2024-07-30,74.5,2.2,98,100,1
Liechtenstein,Vaduz,47.13,9.52,2024-07-30,84.2,4.7,33,7,7
Lithuania,Vilnius,54.68,25.32,2024-07-30,69.4,14.1,67,66,5
Luxembourg,Luxembourg,49.61,6.13,2024-07-30,81.8,2.2,57,9,7
Madagascar,Antananarivo,-18.92,47.52,2024-07-30,76.2,9.2,24,6,7
Malawi,Lilongwe,-13.98,33.78,2024-07-30,83.8,7.8,11,0,8
Malaysia,Kuala Lumpur,3.17,101.7,2024-07-30,79.8,2.2,85,80,1
Maldives,Dhidhdhoo,6.88,73.1,2024-07-30,83.4,14.8,84,61,7
Mali,Bamako,12.65,-8,2024-07-30,80.4,6.3,74,62,6
Malta,Valletta,35.9,14.51,2024-07-30,85.5,3.6,57,3,7
Marshall Islands,Majuro,7.1,171.38,2024-07-31,83.2,13.6,75,77,1
Mauritania,Nouakchott,18.09,-15.98,2024-07-30,80.8,10.5,65,2,7
Mauritius,Port Louis,-20.16,57.5,2024-07-30,73.6,11.2,56,6,7
Mexico,Mexico City,19.43,-99.13,2024-07-30,59.8,2.7,88,57,1
Micronesia,Palikir,6.92,158.15,2024-07-30,83.8,4.5,72,49,1
Iran,Chi Chi Khvar,36.26,46.59,2024-07-30,87.4,6.9,18,0,8
Monaco,Monaco,43.73,7.42,2024-07-30,82.2,4,75,6,7
Mongolia,Ulaanbaatar,47.92,106.92,2024-07-30,61.3,4,79,16,5
Montenegro,Podgorica,42.44,19.26,2024-07-30,92.4,11.9,20,0,8
Morocco,Rabat,34.03,-6.84,2024-07-30,77.4,10.7,73,0,7
Mozambique,Maputo,-25.97,32.59,2024-07-30,78.8,8.1,39,0,8
Myanmar,Yangon,16.78,96.17,2024-07-30,80.3,5.6,85,88,6
Namibia,Windhoek,-22.57,17.08,2024-07-30,68.4,18.3,5,0,7
Turkey,Yaren,39.55,27.62,2024-07-30,89.8,24.2,38,23,8
Nepal,Kathmandu,27.72,85.32,2024-07-30,73,3.1,90,83,5
Netherlands,Amsterdam,52.37,4.89,2024-07-30,81.6,5.4,46,8,7
New Zealand,Wellington,-41.3,174.78,2024-07-31,46.1,31.1,83,100,1
Nicaragua,Managua,12.15,-86.27,2024-07-30,72.2,6,87,21,6
Niger,Niamey,13.52,2.12,2024-07-30,92.3,13.4,43,17,8
Nigeria,Abuja,9.18,7.18,2024-07-30,78.6,8.1,82,100,6
North Korea,Pyongyang,39.02,125.75,2024-07-30,79.1,2.2,95,57,1
Macedonia,Skopje,42,21.43,2024-07-30,90.8,12.5,13,0,8
Norway,Oslo,59.92,10.75,2024-07-30,74.3,6.5,42,26,6
Oman,Muscat,23.61,58.59,2024-07-30,87.3,15.4,75,68,7
Pakistan,Islamabad,33.7,73.17,2024-07-30,88.1,3.6,64,18,8
Palau,Koror,7.33,134.48,2024-07-30,84.1,6.3,75,74,1
Bolivia,National,-11.18,-67.08,2024-07-30,69.4,4.7,70,3,7
Panama,Panama City,8.97,-79.53,2024-07-30,77.9,4.7,94,68,6
Papua New Guinea,Port Moresby,-9.46,147.19,2024-07-30,75.4,15.4,85,36,1
Paraguay,Aurora,-23.43,-61.33,2024-07-30,56.6,4.7,58,44,5
Peru,Lima,-12.05,-77.05,2024-07-30,60.5,4.7,85,30,6
Philippines,Manila,14.6,120.98,2024-07-30,83.5,6.7,75,56,1
Poland,Warsaw,52.25,21,2024-07-30,80.6,11.9,30,22,7
Portugal,Lisbon,38.72,-9.13,2024-07-30,80,2.2,62,0,7
Qatar,Doha,25.29,51.53,2024-07-30,96.2,10.7,48,10,9
Romania,Bucharest,44.43,26.1,2024-07-30,89.1,2.7,18,15,8
Russia,Moscow,55.75,37.62,2024-07-30,69.7,8.7,64,70,5
Rwanda,Kigali,-1.95,30.06,2024-07-30,87,4.9,19,8,9
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024-07-30,82.9,16.3,74,53,6
Saint Lucia,Castries,14,-61,2024-07-30,82.6,12.3,74,71,6
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024-07-30,83,14.3,76,68,6
Samoa,Apia,-13.83,-171.73,2024-07-31,77.5,25.5,66,66,1
San Marino,San Marino,43.93,12.45,2024-07-30,83.7,11,47,4,7
Belgium,'S Gravenjansdijk,51.25,3.63,2024-07-30,82.9,5.6,52,8,7
Saudi Arabia,Riyadh,24.64,46.77,2024-07-30,108.5,16.6,8,45,10
Senegal,Dakar,14.67,-17.44,2024-07-30,79.1,5.8,77,74,6
Serbia,Belgrade,44.8,20.47,2024-07-30,87.5,9.2,17,2,8
Seychelles Islands,Victoria,-4.62,55.45,2024-07-30,78.1,13.4,82,51,7
Sierra Leone,Freetown,8.49,-13.23,2024-07-30,76.1,8.5,91,100,5
Singapore,Singapore,1.29,103.86,2024-07-30,84.6,14.3,75,4,1
Slovakia,Bratislava,48.15,17.12,2024-07-30,85,6,20,0,7
Slovenia,Ljubljana,46.06,14.51,2024-07-30,83.3,3.1,36,3,7
Solomon Islands,Honiara,-9.43,159.95,2024-07-30,78.1,10.3,85,29,1
Somalia,Mogadishu,2.07,45.37,2024-07-30,78.6,18.8,78,83,6
South Africa,Pretoria,-25.75,28.19,2024-07-30,66.7,8.1,20,4,6
South Korea,Seoul,37.57,127,2024-07-30,80,4.3,81,37,1
Sudan,Juba,12.15,24.45,2024-07-30,85.2,19.9,56,74,6
Spain,Madrid,40.4,-3.68,2024-07-30,99.4,12.3,16,0,9
Sri Lanka,Colombo,6.93,79.85,2024-07-30,81.6,8.9,86,83,1
Sudan,Khartoum,15.59,32.53,2024-07-30,95.5,12.5,36,19,9
Suriname,Paramaribo,5.83,-55.17,2024-07-30,78.4,6.9,80,12,7
Sweden,Stockholm,59.33,18.05,2024-07-30,75,5.8,35,7,6
Switzerland,Bern,46.92,7.47,2024-07-30,90.2,2.9,36,5,8
Syria,Damascus,33.5,36.3,2024-07-30,97.8,13.2,18,0,9
Tajikistan,Dushanbe,38.56,68.77,2024-07-30,98.4,6.7,14,2,9
Tanzania,Dodoma,-6.18,35.75,2024-07-30,85.5,6,24,7,8
Thailand,Bangkok,13.75,100.52,2024-07-30,82.9,6.3,72,76,1
Timor-Leste,Dili,-8.56,125.57,2024-07-30,76.5,7.4,82,7,1
Vietnam,Ban Lom,21.13,104.7,2024-07-30,75.9,2.5,99,100,1
Tonga,Nuku`Aloia,-21.13,-175.2,2024-07-31,72.4,22.4,63,46,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-07-30,78.9,4.5,80,44,7
Tunisia,Tunis,36.8,10.18,2024-07-30,94.1,10.1,33,0,8
Turkey,Ankara,39.93,32.86,2024-07-30,86.7,10.7,19,4,8
Turkmenistan,Ashgabat,37.95,58.38,2024-07-30,93.4,7.8,23,13,8
Tuvalu,Funafuti,-8.52,179.22,2024-07-31,81.6,19.2,74,89,1
Uganda,Kampala,0.32,32.57,2024-07-30,80.6,3.6,45,79,6
Ukraine,Kyiv,50.43,30.52,2024-07-30,71.1,15.9,61,54,5
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-07-30,92.7,14.1,68,13,8
United Kingdom,London,51.52,-0.11,2024-07-30,84.6,4,34,11,7
United States of America,Washington Harbor,48.08,-123.04,2024-07-30,56.3,3.1,98,100,1
Uruguay,Montevideo,-34.86,-56.17,2024-07-30,39.9,9.6,72,6,3
Uzbekistan,Tashkent,41.32,69.25,2024-07-30,103.6,8.1,10,19,9
Vanuatu,Port Vila,-17.73,168.32,2024-07-30,74.5,9.2,74,53,1
Venezuela,Caracas,10.5,-66.92,2024-07-30,69.8,5.4,90,23,6
Vietnam,Hanoi,21.03,105.85,2024-07-30,78.6,5.8,93,67,1
Yemen,Sanaa,15.35,44.21,2024-07-30,70.4,3.4,49,76,5
Zambia,Lusaka,-15.42,28.28,2024-07-30,83.2,6.5,8,0,8
Zimbabwe,Harare,-17.82,31.04,2024-07-30,78.4,6.5,13,0,8
Afghanistan,Kabul,34.52,69.18,2024-07-31,97.1,6.3,13,22,9
Albania,Tirana,41.33,19.82,2024-07-31,95.5,15.2,17,0,9
Algeria,Algiers,36.76,3.05,2024-07-31,88,8.7,56,0,8
Andorra,Andorra La Vella,42.5,1.52,2024-07-31,83.7,8.7,21,0,7
Angola,Luanda,-8.84,13.23,2024-07-31,72.7,12.1,69,0,7
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-07-31,83.3,11.6,74,29,7
Argentina,Buenos Aires,-34.59,-58.67,2024-07-31,48.5,6,90,52,4
Armenia,Yerevan,40.18,44.51,2024-07-31,90.7,2.2,23,5,8
Australia,Canberra,-35.28,149.22,2024-07-31,33.5,3.4,90,1,1
Austria,Vienna,48.2,16.37,2024-07-31,93.4,2.2,23,5,8
Azerbaijan,Baku,40.4,49.88,2024-07-31,82.9,25.3,55,2,7
Bahamas,Nassau,25.08,-77.35,2024-07-31,84.3,13.9,73,79,6
Bahrain,Manama,26.24,50.58,2024-07-31,92.1,11.4,68,8,8
Bangladesh,Dhaka,23.72,90.41,2024-07-31,86.1,12.5,76,80,7
Barbados,Bridgetown,13.1,-59.62,2024-07-31,82.9,5.4,70,17,7
Belarus,Minsk,53.9,27.57,2024-07-31,70.6,13.2,52,10,6
Belgium,Brussels,50.83,4.33,2024-07-31,78.6,8.9,64,78,6
Belize,Belmopan,17.25,-88.77,2024-07-31,73.3,2.2,99,100,5
Benin,Porto-Novo,6.48,2.62,2024-07-31,82.5,12.5,66,100,6
Bhutan,Thimphu,27.48,89.6,2024-07-31,62,3.6,91,77,4
Bolivia,Sucre,-19.04,-65.26,2024-07-31,50,2.2,78,16,5
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-07-31,84.9,3.6,22,0,7
Botswana,Gaborone,-24.65,25.91,2024-07-31,78.6,13,23,23,8
Brazil,Bras,-2.08,-58.17,2024-07-31,83.2,4,51,8,8
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-07-31,81.4,2.9,80,26,1
Bulgaria,Sofia,42.68,23.32,2024-07-31,86.8,3.4,18,2,8
Burkina Faso,Ouagadougou,12.37,-1.52,2024-07-31,88.4,14.1,55,63,7
Burundi,Bujumbura,-3.38,29.36,2024-07-31,84.4,8.3,36,2,8
Madagascar,Ivory,-24.37,46.45,2024-07-31,77.2,6.3,33,17,8
Cape Verde,Praia,14.93,-23.51,2024-07-31,78.5,9.6,71,22,7
Cambodia,Phnom Penh,11.55,104.92,2024-07-31,82.5,8.9,78,84,1
Cameroon,Ngaoundere,7.32,13.58,2024-07-31,75.6,6.9,69,72,5
Canada,Ottawa,45.42,-75.7,2024-07-31,70,2.9,99,100,5
Central African Republic,Bangui,4.37,18.58,2024-07-31,84.5,6.7,57,19,7
Chad,N'djamena,12.11,15.05,2024-07-31,78.9,12.5,76,100,6
Chile,Santiago,-33.45,-70.67,2024-07-31,50.5,2.2,68,16,5
China,Beijing,39.93,116.39,2024-07-31,85.7,3.6,68,79,1
Bulgaria,Bogot,43.32,24.7,2024-07-31,92.3,6.3,15,0,8
Comoros,Moroni,-11.7,43.24,2024-07-31,77.1,15.7,69,88,7
Congo,Brazzaville,-4.26,15.28,2024-07-31,96.3,4,26,4,10
Costa Rica,San Ignacio,9.8,-84.17,2024-07-31,61.9,4,97,83,4
Croatia,Zagreb,45.8,16,2024-07-31,91.8,3.8,19,7,8
Cuba,Havana,23.13,-82.36,2024-07-31,82.1,12.5,78,2,7
Cyprus,Nicosia,35.17,33.37,2024-07-31,97.9,4.5,21,0,9
Czech Republic,Prague,50.08,14.47,2024-07-31,88.5,2.2,34,14,8
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-07-31,96.3,4.3,26,4,10
Denmark,Copenhagen,55.67,12.58,2024-07-31,68.9,13.9,52,0,6
Djibouti,Djibouti,11.6,43.15,2024-07-31,97.7,10.7,46,10,9
Dominica,Roseau,15.3,-61.4,2024-07-31,82.8,4.5,71,20,7
Dominican Republic,Santo Domingo,18.47,-69.9,2024-07-31,78.6,7.2,88,17,7
Ecuador,Quito,-0.22,-78.5,2024-07-31,50.1,5.6,71,11,5
Egypt,Cairo,30.05,31.25,2024-07-31,103.1,5.8,14,0,9
El Salvador,San Salvador,13.71,-89.2,2024-07-31,69.5,3.4,96,37,5
Equatorial Guinea,Malabo,3.75,8.78,2024-07-31,77.1,11.2,84,57,6
Eritrea,Asmara,15.33,38.93,2024-07-31,70.8,5.1,50,80,5
Estonia,Tallinn,59.43,24.73,2024-07-31,67.9,14.5,63,86,4
Swaziland,Mbabane,-26.32,31.13,2024-07-31,59,6.3,55,41,6
Ethiopia,Addis Ababa,9.03,38.7,2024-07-31,67,5.6,68,84,4
Fiji Islands,Suva,-18.13,178.42,2024-08-01,71.5,10.3,85,81,1
Finland,Helsinki,60.18,24.93,2024-07-31,67.8,6.7,67,75,4
France,Paris,48.87,2.33,2024-07-31,90.9,7.4,44,10,8
Gabon,Libreville,0.38,9.45,2024-07-31,78.9,8.3,68,84,6
Gambia,Banjul,13.45,-16.58,2024-07-31,80.9,11,82,68,6
Georgia,Tbilisi,41.73,44.79,2024-07-31,83.4,15,42,87,6
Germany,Berlin,52.52,13.4,2024-07-31,84.8,4.3,35,25,7
Ghana,Accra,5.55,-0.22,2024-07-31,77.1,14.1,78,97,6
Greece,Athens,37.98,23.72,2024-07-31,88.5,19.7,24,0,8
Grenada,Saint George's,12.05,-61.75,2024-07-31,82.9,6.3,72,52,7
Guatemala,Guatemala City,14.62,-90.53,2024-07-31,60.1,3.6,98,100,3
Guinea,Conakry,9.51,-13.71,2024-07-31,74.4,7.6,91,100,5
Guinea-Bissau,Bissau,11.85,-15.58,2024-07-31,79.4,6.5,83,91,6
Guyana,Georgetown,6.8,-58.17,2024-07-31,80,6.3,87,87,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-07-31,82.1,6.7,67,4,7
Vatican City,Vatican City,41.9,12.45,2024-07-31,97.3,12.3,25,0,9
Honduras,Tegucigalpa,14.1,-87.22,2024-07-31,64.1,4.7,99,100,4
Hungary,Budapest,47.5,19.08,2024-07-31,92.2,2.2,13,14,8
Iceland,Vestmannaeyjar,63.37,-20.21,2024-07-31,51.9,32.9,90,100,3
India,New Delhi,28.6,77.2,2024-07-31,99.3,8.7,46,89,8
Indonesia,Jakarta,-6.21,106.85,2024-07-31,85.1,9.4,59,9,1
Iran,Tehran,35.73,51.33,2024-07-31,99.7,7.4,13,13,9
Iraq,Baghdad,33.34,44.39,2024-07-31,113.4,17.2,9,0,11
Ireland,Dublin,53.33,-6.25,2024-07-31,65.2,6.3,68,11,5
Israel,Jerusalem,31.78,35.23,2024-07-31,89.3,14.3,31,0,8
Italy,Rome,41.9,12.48,2024-07-31,97.3,12.3,25,0,9
Jamaica,Port Royal,17.93,-76.85,2024-07-31,81,4.5,78,4,7
Japan,Tokyo,35.69,139.69,2024-07-31,83.6,5.4,67,80,1
Jordan,Amman,31.95,35.93,2024-07-31,91.4,12.5,22,0,8
Kazakhstan,Astana,51.18,71.43,2024-07-31,89.7,8.7,28,46,8
Kenya,Nairobi,-1.28,36.82,2024-07-31,70.7,7.6,55,78,6
Kiribati,Tarawa,-0.88,169.53,2024-08-01,82.9,8.7,73,73,1
Kuwait,Kuwait City,29.37,47.96,2024-07-31,107.5,4.5,23,0,10
Kyrghyzstan,Bishkek,42.87,74.6,2024-07-31,96.5,11.9,20,5,9
Indonesia,Laos,-8.18,114.32,2024-07-31,72.1,2.2,92,29,1
Latvia,Riga,56.95,24.1,2024-07-31,73,11.9,48,19,6
Lebanon,Beirut,33.87,35.51,2024-07-31,84,7.6,69,0,7
Lesotho,Maseru,-29.32,27.48,2024-07-31,62,2.2,12,0,6
Liberia,Monrovia,6.31,-10.8,2024-07-31,79.3,13.9,77,95,6
Thailand,Nan,18.78,100.78,2024-07-31,73.1,2.7,99,100,1
Liechtenstein,Vaduz,47.13,9.52,2024-07-31,85,5.4,34,5,7
Lithuania,Vilnius,54.68,25.32,2024-07-31,72.6,10.5,50,54,6
Luxembourg,Luxembourg,49.61,6.13,2024-07-31,81.8,2.2,62,22,7
Madagascar,Antananarivo,-18.92,47.52,2024-07-31,76.4,7.6,16,0,7
Malawi,Lilongwe,-13.98,33.78,2024-07-31,82.7,9.8,13,0,8
Malaysia,Kuala Lumpur,3.17,101.7,2024-07-31,74.4,3.8,89,86,1
Maldives,Dhidhdhoo,6.88,73.1,2024-07-31,82.8,10.7,81,74,6
Mali,Bamako,12.65,-8,2024-07-31,84.9,5.8,67,61,6
Malta,Valletta,35.9,14.51,2024-07-31,82.8,11,77,3,7
Marshall Islands,Majuro,7.1,171.38,2024-08-01,81.3,7.6,78,82,1
Mauritania,Nouakchott,18.09,-15.98,2024-07-31,79.9,16.3,71,5,7
Mauritius,Port Louis,-20.16,57.5,2024-07-31,73.9,9.2,57,0,7
Mexico,Mexico City,19.43,-99.13,2024-07-31,57,2.2,91,80,1
Micronesia,Palikir,6.92,158.15,2024-07-31,83.5,3.8,72,33,1
Iran,Chi Chi Khvar,36.26,46.59,2024-07-31,87,20.1,8,0,8
Monaco,Monaco,43.73,7.42,2024-07-31,82.3,3.8,70,7,7
Mongolia,Ulaanbaatar,47.92,106.92,2024-07-31,58.9,3.1,87,21,4
Montenegro,Podgorica,42.44,19.26,2024-07-31,95.1,6.5,16,0,9
Morocco,Rabat,34.03,-6.84,2024-07-31,78.1,10.5,75,3,7
Mozambique,Maputo,-25.97,32.59,2024-07-31,69.3,6.7,59,92,6
Myanmar,Yangon,16.78,96.17,2024-07-31,80.6,8.7,83,82,6
Namibia,Windhoek,-22.57,17.08,2024-07-31,66.6,14.3,6,0,6
Turkey,Yaren,39.55,27.62,2024-07-31,89.2,22.6,26,6,8
